ENST00000628983	NM_012234
ENST00000413687	XM_011509754
ENST00000413687	XM_011509755
ENST00000535829	XM_011520778
ENST00000535829	XM_011520777
ENST00000535829	XM_011520779
ENST00000535829	XM_006719118
ENST00000535829	XM_011520776
ENST00000535829	XM_011520786
ENST00000368488	XM_011535808
ENST00000368488	XM_011535810
ENST00000368488	XM_011535811
ENST00000265993	XM_005269690
ENST00000265993	XM_011539627
ENST00000265993	XM_011539628
ENST00000538135	XM_011520789
ENST00000538135	XM_011520787
ENST00000538135	XM_006719120
ENST00000357529	XM_011520788
ENST00000357529	XM_006719116
ENST00000619374	XM_011520783
ENST00000619374	XM_011520781
ENST00000619374	XM_006719127
ENST00000619374	XM_011520782
ENST00000619374	XM_011520780
ENST00000619374	XM_011520790
ENST00000513349	XM_005248294
ENST00000379982	XM_011543279
ENST00000341276	XM_011539797
ENST00000341276	XM_006717835
ENST00000341276	XM_011539796
ENST00000341276	XM_006717836
ENST00000341276	XM_011539798
ENST00000550240	XM_011547938
ENST00000550240	XM_011547940
ENST00000550240	XM_011547939
ENST00000550240	XM_011547941
ENST00000304372	XM_011522879
ENST00000304372	XM_011522878
ENST00000304372	XM_011522877
ENST00000304372	XM_005255808
ENST00000304372	XM_006721143
ENST00000304372	XM_011522876
ENST00000237853	XM_011543280
ENST00000237853	XM_006714575
ENST00000409663	XM_011531781
ENST00000438284	XM_011533653
ENST00000438284	XM_011533654
ENST00000438284	XM_011533655
ENST00000476801	XM_011514819
ENST00000468082	XM_011514820
ENST00000409959	XM_011531782
ENST00000409959	XM_011531780
ENST00000409959	XM_011531783
ENST00000397056	XM_011533652
ENST00000436198	XM_005262399
ENST00000436198	XM_011531315
ENST00000301280	XM_011527607
ENST00000301280	XM_011527606
ENST00000301280	XM_011527605
ENST00000357992	XM_005244951
ENST00000357992	XM_005244950
ENST00000426299	XM_011548062
ENST00000426299	XM_006725912
ENST00000394132	XM_011521928
ENST00000394132	XM_011521931
ENST00000394132	XM_011521932
ENST00000394132	XM_011521934
ENST00000394132	XM_011521933
ENST00000394132	XM_011521935
ENST00000394132	XM_011521939
ENST00000408926	XM_011517524
ENST00000408926	XM_011517525
ENST00000575878	XM_005256030
ENST00000558663	XM_011521936
ENST00000558663	XM_011521927
ENST00000558663	XM_011521930
ENST00000558663	XM_011521942
ENST00000558663	XM_006720649
ENST00000558663	XM_011521929
ENST00000374902	XM_011518798
ENST00000357058	XM_011517713
ENST00000357058	XM_005251368
ENST00000357058	XM_011517712
ENST00000394135	XM_011521937
ENST00000394135	XM_011521938
ENST00000350199	XM_006716721
ENST00000377885	XM_005251366
ENST00000377885	XM_005251367
ENST00000567174	XM_011522905
ENST00000394129	XM_011521945
ENST00000600932	XM_011527655
ENST00000600932	XM_011527656
ENST00000420696	XM_005245229
ENST00000420696	XM_005245228
ENST00000615183	XM_011546700
ENST00000615183	XM_011546701
ENST00000615183	XM_011546699
ENST00000367897	XM_011509591
ENST00000367897	XM_011509592
ENST00000634004	XM_011546702
ENST00000549446	XM_005268854
ENST00000397111	XM_006718341
ENST00000350228	XM_006719389
ENST00000560641	XM_011509594
ENST00000560641	XM_005245230
ENST00000560641	XM_011509595
ENST00000298972	XM_006719382
ENST00000540236	XM_011509593
ENST00000540236	XM_006711347
ENST00000370425	XM_011540851
ENST00000370425	XM_011540852
ENST00000370425	XM_011540850
ENST00000370425	XM_011540849
ENST00000370425	XM_011540858
ENST00000370425	XM_011540847
ENST00000370425	XM_011540848
ENST00000370425	XM_011540854
ENST00000370425	XM_011540857
ENST00000370425	XM_011540853
ENST00000370425	XM_011540855
ENST00000370425	XM_011540856
ENST00000398844	XM_006714523
ENST00000344731	XM_005266707
ENST00000344731	XM_011526029
ENST00000269489	XM_005266705
ENST00000590964	XM_006721680
ENST00000398146	XM_011533085
ENST00000398146	XM_011533089
ENST00000398146	XM_011533090
ENST00000398146	XM_005264535
ENST00000398146	XM_011533088
ENST00000341249	XM_006721675
ENST00000605610	XM_005277515
ENST00000605610	XM_011509360
ENST00000605610	XM_005277514
ENST00000615984	XM_006721678
ENST00000615984	XM_006721674
ENST00000615984	XM_006721676
ENST00000615984	XM_011524282
ENST00000402092	XM_011511236
ENST00000432632	XM_011547654
ENST00000624873	XM_005277511
ENST00000624873	XM_011509355
ENST00000620697	XM_011546914
ENST00000620697	XM_011546911
ENST00000441939	XM_011547653
ENST00000573034	XM_005277510
ENST00000573034	XM_011509359
ENST00000573034	XM_011509354
ENST00000573034	XM_011509356
ENST00000573034	XM_011509357
ENST00000631305	XM_011546912
ENST00000581312	XM_011509786
ENST00000581312	XM_011509788
ENST00000581312	XM_011509782
ENST00000581312	XM_011509785
ENST00000581312	XM_011509787
ENST00000581312	XM_011509783
ENST00000581312	XM_011509784
ENST00000628868	XM_011546913
ENST00000367922	XM_011509587
ENST00000367921	XM_006711344
ENST00000367921	XM_011509586
ENST00000379613	XM_006715175
ENST00000374472	XM_011540627
ENST00000374472	XM_011540628
ENST00000374472	XM_011540629
ENST00000374472	XM_005245736
ENST00000281928	XM_011538082
ENST00000281928	XM_011538081
ENST00000281928	XM_011538080
ENST00000407122	XM_011532523
ENST00000407122	XM_011532525
ENST00000401408	XM_011532518
ENST00000401408	XM_011532524
ENST00000401408	XM_011532521
ENST00000401408	XM_011532520
ENST00000401408	XM_011532522
ENST00000401408	XM_005264136
ENST00000401408	XM_011532519
ENST00000503335	XM_011543694
ENST00000406076	XM_011532531
ENST00000406076	XM_011532530
ENST00000406076	XM_011532529
ENST00000406076	XM_011532528
ENST00000406076	XM_011532527
ENST00000406076	XM_006711937
ENST00000406076	XM_011532535
ENST00000418761	XM_011543695
ENST00000274473	XM_011543692
ENST00000274473	XM_011543693
ENST00000280527	XM_011532899
ENST00000280527	XM_011532901
ENST00000280527	XM_011532898
ENST00000280527	XM_005264357
ENST00000280527	XM_011532900
ENST00000298545	XM_006716965
ENST00000298545	XM_011518278
ENST00000298545	XM_005272169
ENST00000298545	XM_006716964
ENST00000355387	XM_005270992
ENST00000355387	XM_005270994
ENST00000361799	XM_011541697
ENST00000361799	XM_005270993
ENST00000361799	XM_011541699
ENST00000361799	XM_011541700
ENST00000361799	XM_011541698
ENST00000361799	XM_011541702
ENST00000361799	XM_011541701
ENST00000427406	XM_011546328
ENST00000427406	XM_011546327
ENST00000427406	XM_005274901
ENST00000427406	XM_011546326
ENST00000427406	XM_005274904
ENST00000427406	XM_005274900
ENST00000427406	XM_005274899
ENST00000427406	XM_005274905
ENST00000427406	XM_011546329
ENST00000361664	XM_011527992
ENST00000361664	XM_005272473
ENST00000361664	XM_011527993
ENST00000616972	XM_011511232
ENST00000616972	XM_006712547
ENST00000440132	XM_005270996
ENST00000440132	XM_005270997
ENST00000407971	XM_011511238
ENST00000407971	XM_011511237
ENST00000288670	XM_011510532
ENST00000288670	XM_011510533
ENST00000288670	XM_005246263
ENST00000288670	XM_011510534
ENST00000288670	XM_011510535
ENST00000288670	XM_005246265
ENST00000288670	XM_011510530
ENST00000288670	XM_011510531
ENST00000391971	XM_005247012
ENST00000391971	XM_011511240
ENST00000391971	XM_006712549
ENST00000391971	XM_005247011
ENST00000391971	XM_011511235
ENST00000391971	XM_006712548
ENST00000391971	XM_011511231
ENST00000520701	XM_005268386
ENST00000520701	XM_011537585
ENST00000429484	XM_011537597
ENST00000343459	XM_011517313
ENST00000343459	XM_011517314
ENST00000343459	XM_005272345
ENST00000343459	XM_005272346
ENST00000243389	XM_006714759
ENST00000243389	XM_011537591
ENST00000243389	XM_011537593
ENST00000243389	XM_011537588
ENST00000243389	XM_011537581
ENST00000243389	XM_011537594
ENST00000243389	XM_011537587
ENST00000243389	XM_011537590
ENST00000243389	XM_011537584
ENST00000243389	XM_011537592
ENST00000243389	XM_011537589
ENST00000243389	XM_011537586
ENST00000243389	XM_011537580
ENST00000243389	XM_011537583
ENST00000243389	XM_011537582
ENST00000521925	XM_011537595
ENST00000391973	XM_011511239
ENST00000429371	XM_011517316
ENST00000429371	XM_011517315
ENST00000429371	XM_011517317
ENST00000429371	XM_011517318
ENST00000429371	XM_011517319
ENST00000360051	XM_011511234
ENST00000360051	XM_011511233
ENST00000360051	XM_005247013
ENST00000534337	XM_011517320
ENST00000368808	XM_011539257
ENST00000346234	XM_011518525
ENST00000346234	XM_006717053
ENST00000346234	XM_006717055
ENST00000611668	XM_011531238
ENST00000617981	XM_011531239
ENST00000288167	XM_005265310
ENST00000288167	XM_011533941
ENST00000370079	XM_011541263
ENST00000494338	XM_005265311
ENST00000494338	XM_005265312
ENST00000338569	XM_011520061
ENST00000338569	XM_011520059
ENST00000338569	XM_011520062
ENST00000338569	XM_011520060
ENST00000338569	XM_011520058
ENST00000566044	XM_005255984
ENST00000299167	XM_005255983
ENST00000339526	XM_006711278
ENST00000389834	XM_005254287
ENST00000299608	XM_005266714
ENST00000299608	XM_011526032
ENST00000299608	XM_011526033
ENST00000293195	XM_006721772
ENST00000544854	XM_011524530
ENST00000544854	XM_011524531
ENST00000544854	XM_011524533
ENST00000544854	XM_011524532
ENST00000337664	XM_006714231
ENST00000581530	XM_011524528
ENST00000581530	XM_011524527
ENST00000581530	XM_011524529
ENST00000448392	XM_011521443
ENST00000350030	XM_005270888
ENST00000350030	XM_011541509
ENST00000443860	XM_011548074
ENST00000443860	XM_011548075
ENST00000443860	XM_011548073
ENST00000443860	XM_011548072
ENST00000351223	XM_005270889
ENST00000367084	XM_011509725
ENST00000337620	XM_005249611
ENST00000425378	XM_011547274
ENST00000342695	XM_005247829
ENST00000409747	XM_005249612
ENST00000310018	XM_005250393
ENST00000299240	XM_005253017
ENST00000222307	XM_006722883
ENST00000039989	XM_005253016
ENST00000039989	XM_006718263
ENST00000393054	XM_005250394
ENST00000599319	XM_011528272
ENST00000382291	XM_011529360
ENST00000382291	XM_005260834
ENST00000382291	XM_005260831
ENST00000382291	XM_006723630
ENST00000382291	XM_011529363
ENST00000602094	XM_011528273
ENST00000382285	XM_011529359
ENST00000382285	XM_011529362
ENST00000382285	XM_006723629
ENST00000382285	XM_011529361
ENST00000324685	XM_011546000
ENST00000324685	XM_011545999
ENST00000324685	XM_011545997
ENST00000324685	XM_011545998
ENST00000567045	XM_005273823
ENST00000389672	XM_006713592
ENST00000317827	XM_011544632
ENST00000317827	XM_005273625
ENST00000317827	XM_011544634
ENST00000317827	XM_011544631
ENST00000317827	XM_011544633
ENST00000367080	XM_011509625
ENST00000367080	XM_011509626
ENST00000367080	XM_011509627
ENST00000367080	XM_011509628
ENST00000367080	XM_006711381
ENST00000276520	XM_011544636
ENST00000276520	XM_011544637
ENST00000520973	XM_011544638
ENST00000239461	XM_006711388
ENST00000521866	XM_005273630
ENST00000521866	XM_011544635
ENST00000356663	XM_005259676
ENST00000356663	XM_005259675
ENST00000356663	XM_005259677
ENST00000356663	XM_005259678
ENST00000302030	XM_011544810
ENST00000408923	XM_005265795
ENST00000408923	XM_005265794
ENST00000354436	XM_011522817
ENST00000221327	XM_011527281
ENST00000221327	XM_011527282
ENST00000221327	XM_011527283
ENST00000393742	XM_006721125
ENST00000393742	XM_011522822
ENST00000393742	XM_011522820
ENST00000393742	XM_011522821
ENST00000260605	XM_005264365
ENST00000349945	XM_011522819
ENST00000349945	XM_011522818
ENST00000374399	XM_011541806
ENST00000374399	XM_011541807
ENST00000374399	XM_011541808
ENST00000374399	XM_005245947
ENST00000605786	XM_005264364
ENST00000426726	XM_005256963
ENST00000426726	XM_005256964
ENST00000592529	XM_011527284
ENST00000396307	XM_011521856
ENST00000361673	XM_011525802
ENST00000361673	XM_011525801
ENST00000336787	XM_005254576
ENST00000336787	XM_011521854
ENST00000336787	XM_011521853
ENST00000336787	XM_011521855
ENST00000336787	XM_011521852
ENST00000430485	XM_011548384
ENST00000618891	XM_011548385
ENST00000273450	XM_011512356
ENST00000474315	XM_005260716
ENST00000346279	XM_011530769
ENST00000346279	XM_011530768
ENST00000346279	XM_011530770
ENST00000367166	XM_011535869
ENST00000354230	XM_005250348
ENST00000379992	XM_011517721
ENST00000379992	XM_011517717
ENST00000379992	XM_011517725
ENST00000379992	XM_005251372
ENST00000379992	XM_011517720
ENST00000379992	XM_011517716
ENST00000379992	XM_011517718
ENST00000379992	XM_011517723
ENST00000379992	XM_011517715
ENST00000379992	XM_011517724
ENST00000379992	XM_011517722
ENST00000613945	XM_011517730
ENST00000613945	XM_011517719
ENST00000613945	XM_011517726
ENST00000613945	XM_011517727
ENST00000613945	XM_011517728
ENST00000613945	XM_011517729
ENST00000536561	XM_011544099
ENST00000545990	XM_005253664
ENST00000298251	XM_005271449
ENST00000298251	XM_011542669
ENST00000298251	XM_006718786
ENST00000472186	XM_011512355
ENST00000228850	XM_011520908
ENST00000228850	XM_011520910
ENST00000228850	XM_011520909
ENST00000393434	XM_006713481
ENST00000286835	XM_006724035
ENST00000286835	XM_005261017
ENST00000399804	XM_006724036
ENST00000217073	XM_011529056
ENST00000449208	XM_011546277
ENST00000449208	XM_011546276
ENST00000449208	XM_011546278
ENST00000326873	XM_011528209
ENST00000446013	XM_011546279
ENST00000397809	XM_011538427
ENST00000397809	XM_011538424
ENST00000544807	XM_011536618
ENST00000339839	XM_011538426
ENST00000339839	XM_011538425
ENST00000339839	XM_006719437
ENST00000339839	XM_005268942
ENST00000586243	XM_005259617
ENST00000397807	XM_011538428
ENST00000632823	XM_011546512
ENST00000537323	XM_011529053
ENST00000537323	XM_011529052
ENST00000537323	XM_011529054
ENST00000537323	XM_011529055
ENST00000537323	XM_011529051
ENST00000356790	XM_011545452
ENST00000356790	XM_011545451
ENST00000614159	XM_011545450
ENST00000398201	XM_006716029
ENST00000381125	XM_005252465
ENST00000381125	XM_005252466
ENST00000381125	XM_006717449
ENST00000381125	XM_005252467
ENST00000611388	XM_011543860
ENST00000611388	XM_005272525
ENST00000611388	XM_011543861
ENST00000265727	XM_011516320
ENST00000265727	XM_005250445
ENST00000398209	XM_011516319
ENST00000398209	XM_011516318
ENST00000398209	XM_011516322
ENST00000398209	XM_011516323
ENST00000398209	XM_006716028
ENST00000398209	XM_011516321
ENST00000398209	XM_011516324
ENST00000261600	XM_011525773
ENST00000261600	XM_011525772
ENST00000505624	XM_011513984
ENST00000620596	XM_011516555
ENST00000593949	XM_006722725
ENST00000230771	XM_011537620
ENST00000230771	XM_011537619
ENST00000350690	XM_005257074
ENST00000383464	XM_011548275
ENST00000383464	XM_011548276
ENST00000272342	XM_005264378
ENST00000272342	XM_005264376
ENST00000272342	XM_005264374
ENST00000272342	XM_005264375
ENST00000378850	XM_011531987
ENST00000378850	XM_011531989
ENST00000378850	XM_011531988
ENST00000378850	XM_011531986
ENST00000378850	XM_011531985
ENST00000378850	XM_006714224
ENST00000378850	XM_005263019
ENST00000338855	XM_011541432
ENST00000433722	XM_011520827
ENST00000433722	XM_011520826
ENST00000314218	XM_011531680
ENST00000572778	XM_005257668
ENST00000265462	XM_005273882
ENST00000218981	XM_005266527
ENST00000280056	XM_011535237
ENST00000280056	XM_011535238
ENST00000370132	XM_005270545
ENST00000312719	XM_006715379
ENST00000312719	XM_011535587
ENST00000411826	XM_011535588
ENST00000383216	XM_005275438
ENST00000383216	XM_011548260
ENST00000298892	XM_006719143
ENST00000298892	XM_006719138
ENST00000298892	XM_006719148
ENST00000298892	XM_011520822
ENST00000298892	XM_006719137
ENST00000298892	XM_006719142
ENST00000298892	XM_011520823
ENST00000298892	XM_006719141
ENST00000298892	XM_011520824
ENST00000298892	XM_006719144
ENST00000424011	XM_006721131
ENST00000395805	XM_006719139
ENST00000395805	XM_006719140
ENST00000316428	XM_011513159
ENST00000316428	XM_011513158
ENST00000439862	XM_006721723
ENST00000439862	XM_005257927
ENST00000417045	XM_006719147
ENST00000417045	XM_006719145
ENST00000417045	XM_006719146
ENST00000537108	XM_011520829
ENST00000537108	XM_011520828
ENST00000564060	XM_011522861
ENST00000427091	XM_011547727
ENST00000360835	XM_011530391
ENST00000360835	XM_011530390
ENST00000360835	XM_011530389
ENST00000360835	XM_005261752
ENST00000336078	XM_011526060
ENST00000336078	XM_005266724
ENST00000336078	XM_011526058
ENST00000323760	XM_011543759
ENST00000524087	XM_011546005
ENST00000589288	XM_011526061
ENST00000589288	XM_011526059
ENST00000589288	XM_011526056
ENST00000589288	XM_011526052
ENST00000589288	XM_011526054
ENST00000589288	XM_011526051
ENST00000633783	XM_006725052
ENST00000591230	XM_005266723
ENST00000513970	XM_005272145
ENST00000513970	XM_006714739
ENST00000513970	XM_005272146
ENST00000514555	XM_011543764
ENST00000611100	XM_006725056
ENST00000611100	XM_006725054
ENST00000611100	XM_006725053
ENST00000591808	XM_011526057
ENST00000622712	XM_011546498
ENST00000622712	XM_011515934
ENST00000348983	XM_011543761
ENST00000348983	XM_011543762
ENST00000418807	XM_005264412
ENST00000418807	XM_005264415
ENST00000418807	XM_005264413
ENST00000418807	XM_011532957
ENST00000346736	XM_006722885
ENST00000510617	XM_005262891
ENST00000368365	XM_011535649
ENST00000368365	XM_005266878
ENST00000368365	XM_011535650
ENST00000315658	XM_005264596
ENST00000315658	XM_005264597
ENST00000315658	XM_005264598
ENST00000329245	XM_005250781
ENST00000291560	XM_011529443
ENST00000291560	XM_011529446
ENST00000291560	XM_011529445
ENST00000443485	XM_011529447
ENST00000333371	XM_005254884
ENST00000368489	XM_005245356
ENST00000368489	XM_005245355
ENST00000295190	XM_011510751
ENST00000424296	XM_006715376
ENST00000424296	XM_011535551
ENST00000424296	XM_011535553
ENST00000424296	XM_011535552
ENST00000424296	XM_011535554
ENST00000424296	XM_011535550
ENST00000535906	XM_011521448
ENST00000535906	XM_005254887
ENST00000355697	XM_005269525
ENST00000393066	XM_005257385
ENST00000393066	XM_005257390
ENST00000369131	XM_011539282
ENST00000369131	XM_005269526
ENST00000369131	XM_005269527
ENST00000262294	XM_011524831
ENST00000262294	XM_011524832
ENST00000262294	XM_011524836
ENST00000262294	XM_011524833
ENST00000262294	XM_011524835
ENST00000262294	XM_005257389
ENST00000262294	XM_011524837
ENST00000216122	XM_006724242
ENST00000393065	XM_011524834
ENST00000393065	XM_005257387
ENST00000637217	XM_006712731
ENST00000315082	XM_005255662
ENST00000315082	XM_006720970
ENST00000315082	XM_006720973
ENST00000315082	XM_005255663
ENST00000315082	XM_005255661
ENST00000315082	XM_005255660
ENST00000315082	XM_005255664
ENST00000636598	XM_011511796
ENST00000405074	XM_006711967
ENST00000367858	XM_011536071
ENST00000402218	XM_011532700
ENST00000381483	XM_011510423
